F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19,F20,F21,F22,F23,F24,F25,F26,F27,F28,F29,F30,F31,F32,F33,F34,F35,F36,F37,F38,F39,F40,F41,F42,F43,F44,F45,F46,F47,F48,F49,F50,F51,F52,F53,F54,F55,F56,F57,F58,F59,F60,F61,F62,F63,F64,F65,F66,F67,F68,F69,F70,F71,F72,F73,F74,F75,F76,F77,F78,F79,F80,F81,F82,F83,F84,F85,F86,F87,F88,F89,F90,F91,F92,F93,F94,F95,F96,F97,F98,F99,F100,F101,F102,Label
0.020606,0.45684,2.5651,4.2575,3.1898,2.1823,1.9364,2.9937,4.5508,5.2771,4.7149,3.5933,3.4224,2.8137,2.8988,2.4193,2.4697,2.5892,2.1212,2.0719,2.3076,3.8253,4.8323,3.5414,3.3591,4.0524,5.0178,10.016,16.124,14.233,12.45,12.161,13.651,18.459,28.778,33.272,28.96,28.001,31.335,40.017,58.926,81.623,85.932,80.093,93.543,153.76,313.78,498.56,442.43,227.11,122.28,106.79,104.82,96.995,80.405,66.152,46.472,39.269,37.849,25.232,13.71,12.287,14.204,14.902,13.377,10.194,6.1819,5.7645,5.1562,3.6324,2.18,2.2306,3.0307,2.7714,2.9751,3.2652,3.4645,3.8637,4.2763,3.6805,3.0216,2.1864,2.4528,3.2027,3.1426,2.9624,3.5138,4.4751,4.9207,5.3413,4.8285,2.3017,1.3009,1.3603,1.4732,2.0934,2.5614,1.5653,0.29208,0.014041,0.00078842,0.0029992,Surface
0.010466,0.231,1.4923,4.033,6.6214,6.864,5.266,4.2825,3.803,3.0498,3.2138,3.055,2.7095,1.9431,2.6316,3.0705,2.1157,3.5436,4.4845,4.9276,4.9062,3.0103,2.654,4.6397,8.0556,11.746,12.06,10.525,9.4187,8.4437,9.1515,13.19,16.603,19.767,23.208,29.919,39.571,42.468,46.874,57.009,63.137,70.24,73.283,79.003,96.088,155.24,304.18,482.12,456.55,280.43,159.91,108.17,92.429,92.337,91.347,77.353,56.562,44.256,35.746,23.672,17.783,14.762,15.113,14.6,11.12,7.1534,6.2506,6.0023,5.7856,6.0887,7.3805,8.4499,7.109,5.3129,5.7764,6.3122,3.8368,2.3604,2.7224,3.8962,3.1939,2.9037,3.8225,5.0054,4.2998,2.8486,3.3002,2.7543,3.0932,3.7325,3.8755,4.9019,6.3178,5.3778,2.8596,2.3994,2.762,1.5512,0.27188,0.012587,0.0007592,0.0030158,Surface
0.012154,0.46279,1.8345,1.8298,0.8671,1.0929,2.101,2.5913,3.4772,6.9652,5.9555,3.3902,2.6197,4.0098,3.2081,1.7694,2.2564,2.0359,1.796,5.1453,3.5167,3.4692,2.7256,2.1173,3.6159,6.1481,5.1007,4.3372,4.9689,8.0074,9.9843,12.286,14.446,14.359,11.038,10.344,16.053,19.494,25.932,36.295,47.331,48.587,55.555,63.936,77.179,76.3,99.493,210.02,477.45,511.96,307.76,163.83,116.12,99.724,75.373,61.652,44.337,34.508,35.102,24.845,16.902,14.032,10.924,9.854,10.619,8.284,10.111,11.227,3.9349,1.4556,1.5449,3.3367,2.6498,1.8344,1.2996,1.9365,4.176,2.1405,2.1783,2.6675,3.2664,2.4739,3.1007,3.5511,4.1325,3.8133,3.8328,4.4215,3.4444,3.0798,4.6803,3.3958,2.5203,1.7043,2.4378,3.7171,3.517,2.1,0.37991,0.0093506,0.00074799,0.0031959,Surface
0.016582,0.69475,3.2961,3.0521,1.9411,1.5356,1.2142,1.2142,0.87122,1.1413,0.72703,0.86977,0.976,0.5378,0.85184,0.85288,0.47086,0.79595,1.6488,3.1466,2.6943,2.0401,2.2166,3.8553,3.5551,2.8757,2.967,2.0655,2.7398,2.3731,7.2071,10.472,9.4823,9.2584,10.309,11.329,13.355,12.142,16.042,25.455,30.135,38.01,44.855,62.325,65.603,59.767,65.839,84.156,119.19,296.71,478.97,394.4,195.86,115.29,87.688,67.825,57.103,50.734,53.862,45.241,28.266,17.373,8.5017,8.7564,8.5194,9.9785,11.919,14.751,10.83,5.6878,4.7859,3.5134,3.0129,1.9241,1.74,1.6354,2.5892,3.2013,2.6234,3.2665,4.0423,2.3797,0.67654,0.83318,2.2063,1.3333,0.77669,2.0431,1.5832,1.3621,1.9706,1.8058,2.0766,2.2024,2.6391,3.2128,4.7819,4.7353,0.93275,0.021945,0.00076882,0.0032861,Surface
0.01339,0.12894,0.65555,1.8125,2.8958,3.0196,2.5148,2.0542,1.7798,1.6147,1.4939,1.3966,1.3286,1.2423,1.1799,1.1585,1.0723,0.99337,1.0616,1.0055,0.85175,1.1154,1.8289,2.8028,3.7453,4.0369,3.5051,2.8195,3.0123,4.7991,8.1799,11.815,13.904,14.241,13.879,14.454,16.566,19.336,23.233,29.994,38.618,47.414,57.566,67.679,79.651,103.98,139.68,172.85,202.64,239.25,273.69,286.5,280.99,264.54,232.57,192.27,157.16,129.11,106.7,91.768,81.168,68.141,52.898,39.057,28.181,20.166,13.832,9.9215,8.797,8.5509,8.1392,7.3232,6.2012,5.7034,5.947,5.6769,4.2354,2.7231,2.074,2.0043,2.0782,2.217,2.2658,2.3926,2.6374,2.7508,3.0137,3.4234,3.9726,4.6461,4.5706,3.5189,2.5912,2.5371,2.9805,2.932,1.8855,0.69766,0.13974,0.014484,0.00074657,0.0023561,Surface
0.019619,0.46022,2.6022,4.3364,3.4881,2.58,2.1203,1.8121,2.2069,3.3064,4.1031,4.4952,5.2083,4.0497,3.559,3.303,2.606,2.5691,3.3212,2.1204,1.9848,4.5446,7.1905,8.7205,9.5883,9.6188,10.418,9.004,8.1861,8.9361,9.6816,10.022,9.736,10.206,16.914,30.157,45.672,56.086,64.484,64.564,56.025,52.631,60.475,76.773,95.601,144.37,285.8,461.61,476.79,335.93,189.43,127.51,102.11,80.517,58.773,47.39,46.71,42.089,37.554,37.116,33.456,31.491,26.477,20.369,13.063,11.036,9.6963,6.4824,7.0481,7.1132,8.3401,9.7323,8.0801,6.7378,8.2567,8.1021,4.0455,2.7506,2.4927,2.6465,2.8455,2.7998,3.4079,3.6143,3.7475,5.011,4.0092,2.5775,2.8708,3.3793,3.9104,4.0279,2.2199,1.5482,1.7975,2.4098,3.1806,1.957,0.34518,0.014598,0.00078578,0.0028889,Surface
0.014976,0.071204,0.25669,0.70648,1.4958,2.4691,3.2472,3.5235,3.3281,2.9336,2.5754,2.3279,2.1657,2.0505,1.9792,2.0045,2.2338,2.749,3.4618,4.0816,4.3271,4.1665,3.8017,3.4557,3.2479,3.3032,3.9538,5.7668,9.1582,13.83,18.873,23.892,29.76,37.527,46.649,55.155,61.883,67.872,75.285,85.916,100.97,120.4,141.63,161.21,177.69,190.85,199.04,200.46,196.48,191.36,188.24,186.73,184.37,179.26,170.42,157.3,140.4,121.83,104.18,89.064,76.573,66.077,56.858,48.016,38.653,28.864,20.11,14.038,11.137,10.598,10.993,11.013,10.026,8.2816,6.4577,4.9428,3.6957,2.6455,1.8817,1.4608,1.3002,1.2764,1.3069,1.3534,1.4109,1.4828,1.572,1.6907,1.8663,2.1374,2.528,2.9691,3.233,3.0439,2.3519,1.4422,0.68774,0.25186,0.070306,0.01481,0.00075542,0.0023127,Surface
0.017001,1.1246,3.2204,1.9219,1.4656,1.0888,1.024,0.86245,0.82873,0.64266,0.74373,0.76125,0.50486,0.68494,0.54811,0.54304,0.76367,0.24103,0.75302,0.47811,1.5728,4.0766,3.2374,2.239,1.7974,1.249,1.7166,1.785,1.24,0.93211,1.2921,2.1967,4.9246,4.027,2.8317,3.8876,5.8494,6.7349,5.4017,4.3123,5.1106,5.3606,12.133,11.832,12.55,15.382,12.761,21.394,28.292,35.321,48.442,72.945,82.076,82.743,142.98,417.84,538.63,217.03,133.76,101.61,58.961,48.687,52.451,46.645,22.839,27.992,23.805,26.385,9.7271,4.2253,5.0671,4.1605,4.6063,5.8831,7.4025,7.0816,3.1249,1.8897,1.539,2.6583,1.5525,2.02,2.5327,1.3978,3.0497,1.811,2.9865,3.6359,5.1016,1.9618,0.91511,1.1393,1.2923,1.2014,1.6235,1.8301,2.5584,4.0332,1.2752,0.017234,0.00073986,0.0034763,Surface
0.014808,1.0118,3.5332,2.3853,1.5295,1.6147,1.1462,1.2282,1.0301,2.8963,4.4349,2.9109,3.0649,1.9687,2.0506,2.8178,1.5364,1.6408,2.5618,1.4966,1.6158,1.7388,1.8393,1.6921,1.1561,1.7613,1.3815,1.6942,2.119,6.7309,9.7038,11.81,12.238,10.454,15.365,20.945,21.328,27.214,36.351,40.926,45.022,51.232,66.924,80.351,90.142,134.22,330.52,540.36,426.1,187.34,88.313,67.383,70.275,57.388,42.632,40.303,34.092,20.433,21.484,27.78,26.82,21.786,14.985,11.355,10.53,7.0473,5.9986,5.9366,3.8854,4.6032,4.8314,1.31,1.107,0.53498,0.069821,0.83593,1.1356,0.24717,0.24449,1.2592,0.73549,0.088227,0.95516,1.1487,0.14171,0.78497,1.3021,0.21956,1.0414,1.0989,0.49088,1.4512,0.7176,1.4162,1.1964,1.7052,2.2761,3.4129,0.99448,0.014774,0.00074512,0.002986,Surface
0.014381,0.5231,1.6917,1.6994,0.67557,0.80468,2.2193,2.4386,1.5702,2.4341,1.8915,0.72316,1.264,2.0122,5.8894,4.5997,3.0183,2.111,2.3515,2.1006,3.4332,2.6827,4.3747,3.0854,4.4144,5.548,5.5863,3.9988,3.5475,4.4874,6.5009,9.4999,12.526,10.458,8.1533,9.7018,13.861,17.944,22.125,24.752,29.215,46.188,46.788,50.559,56.644,69.72,88.725,129.45,296.02,530.17,423.69,189.11,122.44,92.144,86.25,58.548,41.713,44.786,40.987,28.004,19.802,15.323,14.548,11.58,10.868,12.088,12.912,5.9322,1.0575,0.74642,2.5002,3.0447,2.4878,1.8878,1.7847,2.4521,1.8952,3.0147,2.5229,2.5752,1.6751,3.4967,2.8669,2.7845,3.6357,3.9318,4.5892,6.6871,3.9199,2.0415,1.8165,2.5325,3.0994,2.4075,1.0201,0.90599,1.6494,1.7712,0.45191,0.011078,0.00072937,0.0032704,Surface
0.015013,0.74434,3.1977,2.6632,1.7758,1.5289,1.2966,1.1235,1.1168,1.0833,0.66017,1.4297,0.31489,1.1484,1.2096,2.2115,3.4014,2.1015,1.6395,2.1879,4.1848,3.5088,2.2514,2.5695,2.9696,1.5352,1.9458,4.3103,5.43,3.9639,3.2583,4.8661,11.255,14.391,13.662,9.3972,11.309,13.556,17.784,22.74,28.03,33.08,42.54,64.739,62.147,68.695,76.481,78.068,118.27,309.93,538.59,389.43,163.21,85.565,77.938,84.4,60.741,43.894,50.238,46.058,35.458,15.754,6.9641,7.8495,6.4548,8.4432,9.6761,10.171,10.959,9.8924,7.6181,8.2297,4.1378,1.7993,2.0494,2.164,2.0696,3.0558,2.2634,3.1518,4.5241,2.644,0.54855,1.782,1.6772,0.89144,1.9769,1.492,1.4555,2.3148,1.4611,2.5674,2.1574,3.0773,3.8194,4.6443,2.8814,2.8051,0.65126,0.013121,0.00078912,0.0033145,Surface
0.013198,0.11815,0.58463,1.6412,2.7483,3.0293,2.6008,2.1114,1.796,1.6064,1.4819,1.3967,1.4829,2.0517,3.1876,4.158,4.1285,3.497,3.0247,2.6989,2.4139,2.3339,2.3913,2.6353,3.8199,5.6055,6.5744,7.1908,8.282,8.8005,8.1823,7.9443,9.8028,13.865,18.376,21.567,24.067,27.092,29.826,32.718,38.878,49.382,66.514,100.19,154.68,207.06,228.48,225.3,227.94,249.28,272.85,276.54,253.99,213.11,169.62,136.44,112.5,90.01,69.379,55.236,44.408,33.287,23.983,17.415,12.527,9.1609,7.9091,8.299,9.2282,10.088,10.114,9.0894,7.7671,6.3791,5.2924,5.1043,5.4806,5.3281,4.2806,3.3107,3.1538,3.4617,3.7616,3.6392,2.7205,1.6806,1.3023,1.2652,1.2882,1.4049,1.5265,1.6924,1.9825,2.4419,2.8767,2.6426,1.5878,0.5653,0.11372,0.012588,0.00074042,0.0024172,Surface
0.020671,0.11954,0.47833,1.3351,2.6316,3.7456,4.0105,3.4763,2.7268,2.1679,1.8382,1.6408,1.5071,1.4135,1.3421,1.2865,1.2524,1.2335,1.2711,1.5262,2.2137,3.3604,4.5789,5.3406,5.6308,6.0875,7.2955,9.15,11.3,13.712,16.103,17.916,19.667,22.93,28.567,35.933,43.602,50.754,58.604,68.945,80.658,91.303,102.13,117.61,140.2,166.7,189.07,201.45,206.79,211.84,217.35,220.02,220.47,220.78,216.82,200.8,171.48,136.86,106.11,82.889,66.52,55.543,48.323,42.944,38.035,33.028,28.266,24.723,22.49,20.482,18.13,15.773,13.606,11.802,10.847,10.601,9.9888,8.2431,5.8586,3.935,2.9683,2.684,2.6777,2.7498,2.8457,2.9711,3.1442,3.3946,3.7763,4.3202,4.9341,5.3746,5.4059,4.9076,3.8448,2.4269,1.1579,0.39999,0.097584,0.016506,0.00075384,0.0024057,Surface
0.015012,0.41964,2.2728,3.1585,2.2763,1.7565,1.5205,1.4196,1.1631,1.3906,0.9003,1.2493,1.0383,0.84437,0.99423,1.1516,0.60633,0.77067,1.2977,0.76676,2.5254,4.6167,5.987,6.1359,4.7726,5.7273,8.2982,9.0696,7.5511,6.6329,9.2312,8.3801,7.3202,7.6091,9.6129,9.9196,11.937,21.475,34.62,52.601,57.696,45.062,43.805,46.755,54.494,67.588,75.054,75.037,112.86,250.51,446.72,452.35,261.63,125.99,84.448,72.645,65.088,62.895,53.426,41.767,36.363,32.872,32.082,29.147,19.815,17.355,18.456,16.42,11.345,9.0627,8.3713,8.0174,6.1447,6.4176,8.6245,7.8766,5.6118,4.7982,2.2407,0.61947,1.533,2.2046,1.1854,1.2931,2.0302,1.7604,1.3578,2.0845,1.9781,1.6343,2.4781,2.0093,2.6694,2.7929,3.6522,4.7292,4.5982,2.4331,0.40723,0.013884,0.00074308,0.0031864,Surface
0.016255,0.43578,2.384,3.4516,2.9028,3.6107,3.8326,3.3564,3.7733,4.587,3.3873,2.7334,3.2978,2.4933,1.8496,2.387,2.9334,1.8406,1.4529,2.1198,2.1609,2.2467,3.026,4.0537,3.9918,4.6253,5.0692,5.7596,6.3043,8.2919,12.913,12.617,10.69,12.507,17.706,20.62,21.658,22.823,30.493,38.161,42.046,55.095,72.643,80.699,85.616,118.82,197.1,313.04,397.49,387.53,293.75,178.46,108.29,78.835,65.511,54.577,44.311,40.786,37.161,23.83,14.564,10.858,10.774,11.355,10.396,8.9207,9.1185,11.53,9.453,4.9503,3.8231,5.3548,6.6662,4.242,2.396,2.0781,2.8629,3.4328,3.7131,3.6638,3.7799,2.6395,2.57,2.323,1.828,2.9385,2.6853,2.4774,3.2703,3.2483,4.1321,4.4494,3.899,3.7546,4.1097,2.8307,2.7576,1.8455,0.33031,0.011923,0.00075824,0.0031634,Surface
0.016203,0.16458,0.83534,2.2005,3.2366,3.0945,2.4656,2.0023,1.7537,1.5953,1.4569,1.4312,1.2937,1.2419,1.2894,1.1381,1.3017,2.2713,4.851,8.4055,9.5613,8.0128,6.4928,5.7017,5.0116,4.6341,4.6646,4.4779,4.1454,4.3009,5.1469,7.8253,14.26,23.279,31.042,34.512,34.229,34.565,39.89,47.121,49.308,49.754,52.213,58.231,81.361,131.41,190.45,234.57,267.21,298.58,319.73,318.14,299.43,265.03,209.94,149.96,105.86,80.525,69.772,68.198,67.54,62.933,52.312,40.071,32.317,27.544,22.638,18.826,17.423,17.321,15.687,12.123,9.1307,6.4896,4.247,3.5232,3.3845,3.1826,3.4341,4.2002,4.925,5.9519,7.2543,7.0322,5.2995,4.2798,4.3041,4.5181,4.0117,2.6927,1.8758,1.8089,2.0844,2.7137,3.6431,3.9573,2.7117,1.0198,0.19748,0.019059,0.00077925,0.0023651,Surface
0.012149,0.08727,0.3915,1.1163,2.0832,2.6865,2.6337,2.2528,1.9091,1.6834,1.5348,1.4276,1.3395,1.2612,1.183,1.1168,1.0618,1.0062,0.96555,0.92921,0.88513,0.85517,0.84019,0.81929,0.78672,0.75818,0.77025,0.89692,1.386,2.7441,5.2239,8.0445,9.772,9.9449,9.7513,10.638,13.19,17.747,24.507,32.951,42.276,51.816,60.956,68.389,72.623,76.212,84.754,100.69,123.79,152.7,182.65,208.09,226.29,233.78,226.55,208.43,187.15,163.56,138.23,116.19,98.625,83.579,73.081,69.285,67.367,59.824,46.267,33.383,25.254,19.839,15.2,12.143,10.602,8.7879,6.0741,3.6197,2.2757,1.8821,1.916,1.9421,1.9269,2.0022,2.0781,2.1104,2.1926,2.296,2.3979,2.5563,2.7683,3.0412,3.4436,4.0737,4.9488,5.6282,5.2556,3.6246,1.7276,0.5472,0.11233,0.014433,0.00080796,0.0026348,Surface
0.0085241,0.24363,1.4102,2.2411,4.6883,7.1638,4.9314,4.5452,3.3777,2.3269,2.8929,3.0604,2.2888,2.0219,1.9812,1.8819,2.9628,1.9029,1.3976,1.8004,1.8054,1.8773,2.1817,2.2768,3.9917,6.5715,6.2252,7.0749,9.2173,10.668,11.774,13.772,13.569,12.018,10.581,12.304,15.713,23.04,30.878,41.595,56.99,61.691,57.837,63.524,71.2,85.023,135.19,260.9,397.26,435.76,312.98,164.18,116.13,104.89,77.084,55.072,46.422,42.186,47.43,40.125,18.93,10.327,10.245,10.07,10.559,12.926,11.783,8.8512,6.8027,4.8165,2.9982,2.4828,1.6538,2.0522,3.371,1.8734,1.4637,3.5611,3.5313,2.4079,2.228,3.1944,5.3184,4.3689,1.8194,2.2476,3.378,2.4389,2.3638,3.2281,3.5842,3.894,5.1951,4.718,3.5198,2.5709,2.5895,1.945,0.37146,0.013328,0.00079306,0.0032564,Surface
0.015643,0.64372,2.7216,2.4138,1.7635,2.5829,4.4131,3.2808,2.8928,2.2546,2.1841,2.164,1.5821,2.1882,1.3605,1.7266,1.9561,3.6224,3.7352,3.2851,2.4664,2.6294,1.9688,2.9339,1.5367,2.831,6.5949,6.6997,4.3854,4.605,4.352,6.235,6.4731,4.9798,5.0749,7.2428,13.432,24.185,31.64,27.491,24.126,34.884,57.081,73.581,99.018,160.84,299.09,367.04,360.23,238.36,127.4,96.842,60.216,52.56,43.364,26.839,21.905,21.649,17.061,12.482,13.139,12.2,14.621,12.689,7.318,4.7212,4.1019,5.2472,5.7337,7.1171,10.558,6.0186,2.6027,3.3482,2.8175,0.54306,0.60806,0.8715,0.47279,0.22018,1.0325,0.74517,0.1327,0.89464,0.98266,0.16753,0.97313,0.92274,0.36104,1.2456,0.63505,1.0334,1.0313,1.1355,1.3662,1.6657,2.4791,2.7505,0.59256,0.012639,0.00073365,0.0035116,Surface
0.017337,0.19685,1.0454,2.7018,3.7001,3.2132,2.3715,1.8585,1.5916,1.453,1.277,1.2845,1.1566,1.0008,1.249,1.6359,2.7746,4.4129,5.0886,5.7643,6.9705,6.9624,5.7739,4.8721,4.6156,4.4428,4.1675,4.1972,5.3807,8.1425,12.913,20.454,27.004,27.655,24.291,21.805,23.123,28.288,34.637,39.232,40.748,40.65,45.583,61.366,88.847,126.38,173.66,226.47,280.15,319.86,327.7,310.79,281.83,241.63,190.43,136.6,97.502,75.614,61.424,52.03,45.382,39.946,38.615,40.057,38.571,31.295,22.977,19.623,19.787,17.711,13.128,9.4585,7.0109,5.095,3.8841,3.0466,3.0843,3.7118,4.0317,4.6229,5.5409,6.3098,6.279,4.8472,3.5717,3.1857,3.5138,4.2679,4.1093,2.9477,1.931,1.6126,1.7995,2.1682,2.7692,3.0508,2.1728,0.82746,0.15368,0.013239,0.0007822,0.0024763,Surface
0.01385,0.11904,0.57739,1.6195,2.7614,3.2404,3.394,3.8999,4.333,4.1104,3.5382,3.0481,2.7311,2.5033,2.3365,2.2336,2.1084,2.054,1.9888,1.8906,1.8958,1.8579,1.8872,2.3819,3.4806,4.7961,5.6424,6.3122,7.3691,8.0632,8.3798,10.065,13.584,17.313,20.795,25.356,31.179,38.866,50.283,62.922,72.617,84.351,107.85,141.88,176.18,202.75,221.6,234.84,235.88,223.07,203.31,179.57,153.67,129.79,111.52,99.271,86.502,66.53,43.957,28.384,22.38,22.121,23.441,23.517,20.526,14.803,9.2519,6.0666,5.1337,5.5297,6.1858,5.8349,4.3316,2.8291,2.1005,1.9384,1.9034,2.0175,2.2291,2.2925,2.4685,2.9368,3.331,3.284,2.6468,1.7415,1.2391,1.175,1.2177,1.309,1.4298,1.5982,1.8799,2.316,2.6735,2.3803,1.397,0.49519,0.1013,0.011664,0.00073872,0.0027613,Surface
0.016739,0.75135,3.5841,3.3655,2.272,1.8637,1.5557,1.3697,1.3999,1.6906,3.2815,3.9719,4.7031,3.5689,3.8416,1.9658,2.4309,3.631,1.2795,1.59,3.3827,2.3121,3.5146,4.2806,3.53,4.1443,9.9765,12.838,14.614,12.414,10.297,12.091,20.256,24.508,25.738,27.357,30.169,36.555,51.596,59.83,69.19,83.223,82.404,151.21,349.39,501.68,361.34,159.67,109.85,80.987,73.491,70.46,47.938,39.72,32.441,25.248,25.068,14.872,9.3582,10.557,10.538,7.6654,8.5253,7.0965,5.7651,7.4541,4.8425,3.8039,3.1527,1.6499,1.9933,2.0694,1.637,1.2658,1.7596,1.8812,2.1052,2.4113,1.0626,1.8053,2.9589,2.5141,1.6242,2.7934,2.986,4.1469,4.2509,4.4695,3.9695,1.0326,0.36947,1.1567,0.77723,0.81026,1.2604,1.2444,2.0101,2.1418,0.46035,0.010506,0.00075724,0.0033282,Surface
0.011508,0.070616,0.2947,0.8471,1.7092,2.5022,2.8153,2.6622,2.3529,2.0985,1.9291,1.8134,1.7302,1.6899,1.7777,2.1769,3.0051,3.9861,4.5485,4.4507,3.9863,3.5298,3.2086,2.9882,2.8261,2.7002,2.5961,2.5127,2.4458,2.4065,2.4951,2.9427,4.1767,6.6309,10.429,15.5,21.71,28.505,35.212,41.981,48.937,55.044,60.092,66.682,78.167,95.891,120.05,149.77,180.08,204.03,218.38,223.63,221.65,215.91,209.71,202.46,190.8,173.72,154.16,134.9,115.8,97.393,82.484,71.979,63.673,55.706,48.448,43.103,39.413,35.519,29.849,22.46,14.829,8.8011,5.3904,4.2764,4.5165,5.3774,6.1774,6.1679,5.2269,4.066,3.3791,3.2473,3.4619,3.9143,4.5117,4.9757,4.89,4.1789,3.3775,3.0634,3.2707,3.5108,3.1911,2.2138,1.1083,0.38819,0.093486,0.01529,0.00075896,0.0024501,Surface
0.019584,0.95872,4.3525,3.9013,2.8153,2.4408,2.2448,2.3339,4.4598,4.7924,3.8133,3.4855,2.9499,2.9869,5.4985,8.7048,6.5986,5.1583,3.8483,3.6484,3.8148,6.4321,16.102,13.468,11.823,15.819,15.192,11.369,9.4822,10.825,12.203,13.42,19.269,45.609,59.525,51.628,54.357,68.897,91.054,156.64,356.33,505.61,274.62,114.82,85.811,69.607,77.264,58.297,33.357,23.626,18.536,11.967,9.517,9.8736,12.058,14.645,10.698,10.608,12.848,10.103,7.3675,6.3832,3.3784,2.7967,2.5273,2.2813,2.7271,3.0231,3.3216,3.0852,3.9363,5.3759,4.2266,2.2133,2.2928,2.4984,3.1379,4.7048,2.7316,0.376,0.36024,0.98153,0.64593,0.11386,0.75622,1.0758,0.18612,0.57743,1.2514,0.26117,0.90794,1.0272,0.56757,1.3279,0.93103,1.5076,2.0437,2.3869,0.53842,0.011231,0.00076952,0.0037964,Surface
0.0086049,0.2238,1.3538,3.1724,6.3409,6.9661,4.7391,3.9764,4.0503,2.4699,2.6625,3.1709,2.5841,1.9951,1.8917,2.8152,1.874,2.076,2.2401,1.3585,2.2606,3.1037,4.2513,4.56,3.1167,3.0505,3.9119,6.5112,8.5702,9.2065,13.417,17.942,14.833,11.809,11.935,13.773,24.215,33.018,31.585,37.086,43.399,51.24,64.1,73.858,83.666,90.511,129.99,274.12,455.16,443.99,282.74,157.4,122.59,97.049,64.935,52.272,53.627,53.114,45.263,38.63,29.126,18.541,14.432,11.036,11.022,11.712,9.3643,9.439,10.125,6.5279,2.089,0.85348,1.3188,2.6401,3.6388,2.4814,1.4462,2.3052,2.5803,2.8237,3.0858,2.7196,2.6156,3.7303,4.0821,4.0253,2.6894,2.3054,2.5593,2.6868,2.9435,3.0305,3.5713,4.1191,5.4522,7.0736,5.489,2.1842,0.33119,0.011878,0.00076286,0.0032309,Surface
0.017786,0.49589,2.7195,3.7491,2.5611,1.8133,1.6224,2.1139,3.4255,3.2367,3.5004,4.3403,3.4922,2.9906,2.3891,2.7075,2.4612,1.5401,2.1452,2.731,1.5409,1.3239,2.0859,3.5195,4.6494,4.1341,2.6373,3.324,5.5492,8.6114,10.972,10.686,10.991,14.325,15.787,17.462,25.548,29.441,32.935,42.09,50.326,58.009,62.978,67.56,70.247,84.136,132.04,275.49,447.54,422.72,236.68,130.54,99.796,80.677,74.429,56.648,43.868,39.766,36.663,30.195,23.64,20.137,13.227,7.7695,8.6049,11.838,11.53,8.7322,7.2399,6.9765,4.3417,2.3618,1.826,2.5152,3.9326,3.7597,3.2299,2.7933,3.2104,2.6603,1.1351,1.9148,3.0982,2.595,2.1606,3.7454,3.9185,1.771,1.9101,1.8678,1.697,2.1963,2.156,2.5815,3.0123,4.1298,5.3366,3.0765,0.45986,0.014387,0.00077637,0.003318,Surface
0.01455,0.50135,1.5927,1.6129,0.76632,0.49992,1.4549,1.2047,2.2717,2.4522,5.594,4.5611,3.1225,3.2044,2.5621,3.0318,2.722,1.5205,1.1846,1.785,2.6951,2.4957,1.308,2.3529,5.1284,5.523,4.3903,4.2957,5.1341,4.3555,6.7975,11.658,9.7958,8.9797,10.269,7.7246,8.298,11.611,13.778,21.089,24.28,28.018,43.096,50.333,52.822,57.931,74.297,78.39,122.45,292.09,450.33,390,260.55,139.54,92.202,67.416,58.498,49.074,45.302,37.408,25.573,21.958,16.381,11.393,8.3365,8.6256,7.9933,10.061,7.6847,7.4976,8.3277,5.3154,2.4847,2.489,2.7383,1.9109,1.5308,2.1251,2.6286,2.8217,2.545,1.9788,1.8369,3.6102,2.8804,2.9521,3.3458,2.6489,4.0898,5.823,5.4073,3.6093,2.5195,1.6318,1.9496,3.0443,3.9836,3.2798,0.48508,0.0095027,0.00074696,0.0034914,Surface
0.012314,0.12176,0.62322,1.7062,2.662,2.6989,2.2565,2.1152,2.5768,3.2066,3.2601,2.8905,2.5037,2.2901,2.3947,2.8835,3.657,4.0021,3.5245,2.971,2.9719,2.8346,2.7104,3.6417,4.9465,5.4248,5.7778,6.895,8.5606,10.966,13.538,15.133,17.047,21.036,26.111,30.738,33.104,32.804,34.363,43.821,58.332,68.428,74.249,85.827,105.65,127.36,161.07,217.64,270.97,293.35,278.15,228.05,166.39,119.26,93.529,83.81,80.322,73.428,59.748,44.639,33.37,26.125,23.359,23.888,23.772,22.562,21.914,19.462,13.882,8.7573,6.4237,5.2989,4.273,3.9436,4.2042,3.8907,2.9602,2.5131,2.5092,2.3596,2.4809,2.8717,2.9421,3.1786,3.737,3.7075,2.9926,2.4493,2.2788,2.3422,2.6134,2.9777,3.6158,4.4608,4.8035,3.841,2.0416,0.66409,0.1229,0.012146,0.00077341,0.0030413,Surface
