F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19,F20,F21,F22,F23,F24,F25,F26,F27,F28,F29,F30,F31,F32,F33,F34,F35,F36,F37,F38,F39,F40,F41,F42,F43,F44,F45,F46,F47,F48,F49,F50,F51,F52,F53,F54,F55,F56,F57,F58,F59,F60,F61,F62,F63,F64,F65,F66,F67,F68,F69,F70,F71,F72,F73,F74,F75,F76,F77,F78,F79,F80,F81,F82,F83,F84,F85,F86,F87,F88,F89,F90,F91,F92,F93,F94,F95,F96,F97,F98,F99,F100,F101,F102,Label
0.003106,0.29124,0.49538,0.28649,0.27961,0.1492,0.22326,0.11299,0.18614,0.12758,0.77133,0.59958,0.38506,0.3976,0.88084,1.0824,0.66972,0.7887,0.51644,1.3084,0.86197,1.4202,0.92463,0.84959,0.97479,0.68071,0.68573,0.87,1.4528,1.3555,1.1687,0.73498,1.1118,0.78747,1.5343,1.6201,1.6739,2.5339,1.4114,1.5818,3.1498,5.2743,5.9481,7.0604,7.3441,9.2861,6.9358,8.1467,9.3087,12.013,84.222,116.7,21.457,12.831,9.8252,8.3665,6.4407,7.8246,9.7708,8.1437,3.9652,3.3555,3.6779,2.9932,3.3855,2.2146,3.2924,2.0886,0.97365,1.1301,0.902,1.2948,1.3204,1.0392,0.90915,1.0323,1.1568,1.0018,0.90986,0.89441,1.3481,0.6479,0.59101,0.78301,0.13873,0.15168,0.1417,0.18383,0.069934,0.28072,0.062861,0.3065,0.08954,0.29872,0.22438,0.26963,0.3819,0.6766,0.36844,0.0035311,0.00018787,0.024192,Corona
0.0024627,0.21572,0.52064,0.31342,0.23907,0.18788,0.19748,0.14417,0.1708,0.1141,0.15234,0.10446,0.14268,0.14516,0.058835,0.14182,0.13144,0.039949,0.14485,0.13393,0.016729,0.1347,0.48875,1.2444,1.5332,1.9318,1.3303,0.9736,0.883,0.87935,1.1268,1.1715,1.163,2.106,1.3337,1.6117,3.0247,3.5161,3.4076,4.17,5.8911,8.6913,11.173,11.311,13.38,24.158,61.782,84.179,46.641,17.583,12.288,9.2536,8.7873,9.3793,6.8798,3.2658,2.788,1.9946,1.0898,1.2493,1.2528,0.55977,0.66454,0.89269,0.82434,0.63728,0.85403,1.1157,1.1628,1.0779,1.1518,1.0077,1.0368,0.26441,0.34637,0.14229,0.36971,0.23517,0.36879,0.41593,0.55435,0.13576,0.067047,0.031678,0.1654,0.11638,0.010797,0.16931,0.13662,0.015876,0.22673,0.077814,0.11662,0.1912,0.1401,0.19497,0.28965,0.43074,0.2083,0.0028581,0.00020162,0.02165,Corona
0.0024821,0.24967,0.49384,0.29994,0.21119,0.19611,0.18665,0.14477,0.16217,0.15499,0.11758,0.13347,0.08238,0.14819,0.43887,0.63938,0.47327,0.34205,0.35261,0.33234,0.38674,0.94199,1.1199,1.2355,0.79962,1.3132,1.1071,0.97406,0.89838,1.9535,1.1519,1.2513,1.0274,0.94174,1.1608,0.87671,0.77251,1.2426,2.9512,2.3328,3.5442,4.7635,5.7785,6.2966,7.1169,8.7084,7.4991,10.2,11.899,23.466,132.55,48.497,14.944,9.2928,9.2781,8.8439,7.5224,10.019,8.0842,4.3711,2.6398,3.5806,2.576,3.0048,1.6506,1.6288,0.90311,0.83593,0.95887,0.81626,0.92864,1.144,1.2677,1.9807,0.7284,0.69615,0.74471,0.87288,0.96618,0.59574,0.517,0.63803,0.15751,0.095029,0.11587,0.10525,0.20257,0.024473,0.24923,0.069242,0.16256,0.15282,0.16885,0.1721,0.23141,0.22678,0.31532,0.53594,0.27177,0.0026615,0.0002264,0.024104,Corona
0.0025695,0.30244,0.45338,0.27412,0.21499,0.19209,0.18,0.15756,0.1334,0.18998,0.022865,0.24305,0.064311,0.019756,0.2923,0.02415,0.052179,0.92717,0.47087,0.2898,0.81372,0.92011,0.47762,0.58084,1.2303,0.78636,0.61002,1.2628,0.98038,1.05,1.3433,1.2638,1.1398,0.76791,1.1939,0.61674,0.94737,1.9992,1.8597,3.0773,3.7003,3.8535,4.7093,5.7796,8.3172,8.3577,11.806,13.956,15.747,65.221,121.38,20.259,12.749,10.594,11.24,6.7041,6.2808,5.497,3.2085,3.0144,3.3334,3.4348,2.8329,2.2335,2.333,1.7714,0.87344,1.0779,1.2858,1.1759,0.68253,0.65464,0.84329,1.4748,0.62978,0.41868,0.59689,0.8425,0.69839,0.6382,0.14968,0.21023,0.014361,0.050925,0.2718,0.0056244,0.1104,0.20299,0.018943,0.21395,0.09398,0.15634,0.17478,0.16224,0.19174,0.22402,0.26778,0.45688,0.31077,0.0026639,0.00017134,0.022593,Corona
0.0025253,0.25409,0.51597,0.29916,0.22991,0.19282,0.18693,0.13328,0.16657,0.096336,0.163,0.16231,0.057,0.14888,0.15463,0.036362,0.15523,0.45637,0.91156,1.338,1.3553,1.0744,1.4971,1.0418,1.1993,0.68932,0.8145,0.87605,0.68544,0.99914,1.2643,1.7337,1.2435,1.1215,0.97442,1.0865,1.3434,2.0102,1.9479,1.9453,2.1385,4.174,7.5699,8.8563,7.7418,7.2835,6.2646,5.8689,6.9878,10.946,13.14,69.399,127.1,24.454,12.557,12.304,7.7712,6.274,4.6722,4.7015,5.6336,7.2847,5.5776,2.5706,2.4452,2.6363,2.0324,2.0107,0.88509,1.1687,1.482,1.2663,1.7574,0.92349,1.2042,0.99842,1.4669,1.271,0.77983,0.60536,0.96116,1.2419,0.52736,0.33446,0.71943,0.39391,0.68481,0.8836,0.7364,0.35929,0.50363,0.66586,0.23199,0.17757,0.23652,0.20321,0.31834,0.52966,0.25899,0.0025462,0.00016941,0.024272,Corona
0.0023674,0.23573,0.49469,0.27971,0.20401,0.21964,0.12563,0.1796,0.12427,0.15311,0.15262,0.07219,0.15251,0.59637,0.52685,0.41914,0.31149,0.75249,0.67429,0.50567,0.71301,1.7578,1.1729,0.91702,1.0416,0.78679,0.79984,0.66916,0.80781,0.90214,1.4421,1.4855,1.1902,0.99442,1.0874,0.72829,0.88597,1.1982,1.4566,1.8116,1.2873,2.3754,4.4534,6.5803,8.0549,9.365,7.4395,6.3043,5.9933,10.168,11.23,23.198,139.41,52.87,15.198,13.757,8.6291,7.9041,6.3466,6.1715,6.9858,6.4518,4.1931,3.6828,3.3636,2.2419,1.8156,2.0072,1.6162,1.7255,2.2283,0.82491,0.91395,0.68109,0.71149,1.013,0.7707,0.99538,1.0015,1.4575,1.4635,0.70035,0.61493,0.55865,0.79952,1.0062,0.62021,0.66015,0.27429,0.067666,0.2583,0.084942,0.2742,0.10686,0.29045,0.24595,0.30315,0.53914,0.26899,0.0028702,0.00021339,0.024457,Corona
0.0023063,0.25749,0.49037,0.29319,0.15805,0.25571,0.10852,0.22405,0.049619,0.25128,0.038501,0.12909,0.19415,0.0081978,0.17433,0.93401,0.9043,0.67661,0.71645,0.32615,0.4371,0.51883,0.87555,0.70691,0.74841,1.7165,2.3443,1.5302,1.2545,1.2127,1.2938,0.58262,0.94739,1.2411,0.58001,0.717,0.92099,0.82575,1.8981,2.5255,1.8984,2.7208,4.3889,6.1437,6.7902,8.1988,6.7344,5.503,6.0939,8.6548,9.9437,19.656,135.31,53.172,13.042,11.128,8.3686,6.7724,7.4857,6.8828,8.8578,5.795,3.8925,3.5924,2.9264,2.336,2.6335,1.4101,1.4048,1.4237,1.5658,1.8453,1.8358,1.8011,0.5647,0.96607,0.65724,0.75891,0.9993,1.3473,1.0438,0.69329,0.77758,0.88433,0.25031,0.45359,0.47351,0.58957,0.64645,0.21796,0.066745,0.26118,0.10961,0.22786,0.21326,0.23979,0.32548,0.55113,0.30463,0.0028173,0.00016619,0.025684,Corona
0.0021035,0.0061971,0.0161,0.036937,0.075,0.13508,0.21658,0.31055,0.40079,0.46968,0.50581,0.50838,0.48596,0.45093,0.41396,0.38141,0.35586,0.33895,0.3343,0.3498,0.39852,0.4955,0.65247,0.87047,1.1387,1.4446,1.7899,2.2029,2.7346,3.4345,4.3219,5.3661,6.4913,7.6088,8.6595,9.6447,10.622,11.665,12.818,14.058,15.298,16.431,17.377,18.125,18.723,19.241,19.73,20.218,20.741,21.369,22.191,23.259,24.522,25.793,26.782,27.2,26.883,25.871,24.397,22.787,21.33,20.176,19.314,18.602,17.831,16.803,15.414,13.699,11.823,10.007,8.4295,7.1722,6.222,5.5159,4.98,4.5473,4.1623,3.7868,3.4076,3.0355,2.6903,2.3832,2.1078,1.8472,1.5914,1.3462,1.1303,0.95872,0.83046,0.72775,0.62697,0.51373,0.38982,0.26889,0.16673,0.092209,0.045327,0.019733,0.0075917,0.0025529,0.00026873,0.01587,Corona
0.0030012,0.30378,0.3921,0.19472,0.18049,0.20738,0.079216,0.1676,0.093217,0.13184,0.13079,0.060182,0.51299,0.53185,0.33713,0.29299,0.21378,0.33466,0.68857,0.75864,1.3081,1.0567,0.68764,0.69707,0.61904,0.77404,0.97398,0.70071,0.7892,0.85458,1.3253,1.2423,0.6923,0.96015,0.70114,1.006,1.4954,1.6294,1.1911,2.2842,3.3,4.9266,6.109,7.6889,6.3488,5.5378,5.388,9.3599,8.8401,46.164,112.69,18.625,9.9359,8.6841,6.2261,6.3827,6.7353,7.2936,4.8878,4.4131,3.2614,3.5535,1.6679,1.9846,0.9562,1.3806,1.0079,0.78669,0.56864,0.90885,0.66597,1.0086,0.99565,0.53035,0.73393,0.70051,0.9181,1.1385,0.92541,1.1237,0.66561,0.24285,0.22708,0.031256,0.12034,0.127,0.097659,0.06852,0.17339,0.097333,0.12725,0.13642,0.14445,0.1219,0.24229,0.15553,0.24263,0.42021,0.28716,0.0024439,0.00019811,0.029144,Corona
0.0027732,0.33596,0.32747,0.15462,0.24255,0.12847,0.12209,0.33253,0.56364,0.22571,0.4016,0.25718,0.17586,0.34915,0.36983,0.64369,0.31639,0.29569,0.47395,0.11591,0.50579,0.75742,0.36566,0.40088,0.52057,0.38786,0.3879,0.16079,1.2045,1.1722,1.3297,1.6779,1.1923,0.81746,0.79859,0.79437,0.69154,0.69423,0.96545,2.0114,2.4159,3.0808,3.8683,4.2301,5.3835,5.8089,8.2808,8.0072,7.0031,9.8351,21.74,137.24,25.358,8.2082,9.1992,9.8023,8.8956,5.9829,4.7778,4.2426,2.9447,2.8187,2.3983,1.8506,2.1427,1.2137,1.5962,0.98174,1.2401,1.1019,1.5823,1.2294,1.9414,0.81923,0.96115,0.70443,1.2722,0.41881,0.55994,0.62699,0.58973,0.57182,0.16512,0.16169,0.12451,0.045229,0.22858,0.083941,0.102,0.19369,0.050583,0.24152,0.11131,0.14631,0.26592,0.19229,0.23963,0.41549,0.36692,0.0024161,3.24E-05,0.029652,Corona
0.0020019,0.20078,0.4498,0.27045,0.15118,0.21837,0.15358,0.50027,0.34443,0.4236,0.26508,0.81047,0.88653,0.63223,0.77335,0.50902,0.29385,0.65051,0.70605,0.84372,0.49822,0.93822,0.48051,0.3178,0.72795,0.55801,0.43502,0.36676,0.5867,0.55531,0.4352,0.24609,0.70717,0.54747,0.58272,1.141,1.5284,1.5793,1.1163,1.3994,3.0179,5.6123,5.4262,5.7134,7.0001,6.917,6.3408,6.6163,6.4906,9.2298,18.245,122.84,43.201,13.168,10.008,7.2443,4.6934,5.7325,5.4538,4.7531,5.6634,5.8248,4.1355,2.9806,1.3513,1.3498,1.3017,1.6094,2.405,2.1115,1.1585,1.0453,1.2144,1.5687,0.65852,0.41587,0.65743,0.5643,0.52634,0.69041,0.96181,0.89651,0.70241,0.46408,0.50931,0.54176,0.28319,0.060644,0.12228,0.16289,0.10403,0.17559,0.14308,0.17715,0.17943,0.23764,0.29307,0.50177,0.23361,0.0023649,0.00012495,0.029449,Corona
0.0019469,0.20922,0.40272,0.21889,0.17372,0.19289,0.096805,0.16642,0.11172,0.10592,0.15528,0.035048,0.14286,0.51467,1.12,1.1238,1.2267,0.83594,0.69526,0.73203,0.63414,0.45852,0.63806,0.70535,0.30784,0.51656,0.62055,0.45138,0.41642,0.36939,0.69487,0.42788,0.74919,1.4077,0.94722,0.71696,0.7807,0.76579,1.4427,1.6863,1.3291,1.2786,4.1906,7.1423,6.979,5.7528,6.0107,5.3911,4.621,5.4669,8.3081,9.2121,45.383,117.23,20.164,11.736,10.575,6.3712,4.1828,4.8275,4.6858,5.1824,4.9836,5.3509,2.9182,2.7102,1.8321,1.7891,1.5739,1.3512,0.97666,0.96406,1.231,1.1713,1.2869,1.0872,0.81802,1.1165,1.2601,1.1887,0.84905,0.72027,0.27752,0.65775,0.28743,0.57845,0.68173,0.81015,0.37481,0.55783,0.49066,0.23106,0.11718,0.18698,0.19588,0.21354,0.28194,0.47551,0.2552,0.0024006,0.00010287,0.030385,Corona
0.0047012,0.28785,0.92114,0.62222,0.45078,0.50489,0.89866,0.66606,0.82738,0.87749,0.76675,1.0336,0.81317,0.62684,0.70442,0.57752,0.5915,0.48176,0.58734,0.49676,0.49508,0.39431,0.51227,0.56606,0.36291,0.32408,0.57071,0.5343,0.54949,1.0631,1.1226,0.90947,0.59661,0.5861,1.5499,1.4771,0.93805,0.76606,1.3567,2.1479,3.2602,3.328,4.5586,5.496,5.6562,5.3352,6.0861,5.5149,6.2528,6.4281,8.4288,18.028,99.499,71.435,14.537,9.4948,8.2119,7.5133,7.4526,7.0435,4.9037,4.5228,5.5618,5.8982,4.0368,3.1128,2.2139,1.8417,1.7286,0.96163,1.3503,1.5879,1.8044,1.6059,1.0784,1.2596,1.3721,1.0593,0.79917,0.87142,0.88688,1.1278,1.2093,0.9652,0.4546,0.13442,0.35288,0.24172,0.30131,0.29004,0.36718,0.33505,0.44041,0.41969,0.56627,0.69143,0.99598,0.94979,0.23181,0.0034114,2.69E-05,0.031571,Corona
0.002042,0.21523,0.70418,0.66322,0.37883,0.42117,0.24855,0.3357,0.14593,0.38436,0.09597,0.64575,0.55469,0.20814,0.4863,0.2947,0.30656,0.24542,0.75607,0.50734,0.45187,0.55325,0.33916,0.51282,0.92329,1.053,0.75492,0.7001,0.67473,0.52069,0.65264,0.61993,0.48333,0.95251,1.115,1.001,0.73917,0.56644,1.4166,2.2516,2.5792,2.7054,4.0888,3.8716,4.7181,8.3195,8.8661,7.4017,6.9726,9.719,23.843,110.98,46.781,13.404,10.624,9.6134,8.7064,6.3649,5.3493,4.4469,3.6564,2.8965,3.467,2.901,2.0814,1.5434,2.1687,2.5,0.751,0.88652,1.0788,0.85759,0.6896,0.90109,0.91158,1.1878,1.0775,1.2084,0.5289,0.62332,0.39922,0.36351,0.44067,0.63748,0.068216,0.1552,0.141,0.13367,0.17986,0.11593,0.22082,0.11355,0.22817,0.18699,0.25852,0.29279,0.36649,0.61391,0.31329,0.00331,4.91E-05,0.029246,Corona
0.0022604,0.16144,0.42872,0.27027,0.23205,0.42021,0.61272,1.1178,1.0078,0.62365,0.6046,0.64072,0.41221,0.76187,0.93995,0.50128,0.38548,0.95921,0.27026,0.39991,0.58226,0.59968,0.28066,0.42384,0.58404,0.37019,0.45777,0.39319,0.68219,1.2228,1.0734,0.81915,0.78739,0.62338,1.1616,1.42,1.3178,1.1721,0.91458,0.98098,3.0564,5.3161,4.5878,5.6106,6.0095,5.6789,4.936,4.638,5.9057,7.7889,7.6967,19.46,93.584,63.39,13.38,9.2028,7.7828,6.2125,5.3317,4.4337,4.069,5.4012,5.3368,5.3923,3.1575,1.6669,1.7964,1.8964,2.411,2.5963,2.0969,1.1189,1.0649,1.1466,1.3949,1.3714,0.93694,0.74277,0.67475,0.741,0.89007,1.0244,0.46336,0.57061,0.89954,0.86662,0.77181,0.50381,0.20088,0.3003,0.32579,0.26585,0.40497,0.40308,0.4543,0.6894,0.56372,0.60467,0.20778,0.0025768,4.33E-05,0.033089,Corona
0.0023137,0.22886,0.34193,0.18271,0.19104,0.12026,0.13301,0.093544,0.19792,0.43905,0.405,0.29282,0.10787,0.34833,0.15854,0.57307,0.37684,0.52229,0.41394,0.57697,0.54699,0.37634,0.26936,0.38854,0.38641,0.71835,0.78688,0.62929,0.59861,0.57456,0.33172,0.788,1.2553,0.75567,0.82411,0.97967,0.75004,0.77352,0.58756,0.92915,2.0441,1.7759,2.7142,4.2276,5.2577,6.0555,5.7104,5.3484,5.506,8.539,7.8199,37.615,101.32,16.202,8.7543,7.4781,7.3627,5.9275,6.7252,4.8495,4.7478,2.2953,1.8614,1.7919,2.061,1.4979,1.4746,1.357,1.2892,1.1641,0.92509,0.76232,0.84394,0.84224,0.87671,1.0805,0.44283,0.59599,0.63878,1.0231,0.78151,0.27291,0.25454,0.3888,0.46132,0.3314,0.13376,0.06636,0.13936,0.094762,0.12049,0.14855,0.10879,0.21372,0.11649,0.19309,0.25488,0.40981,0.24332,0.0020606,2.08E-05,0.033906,Corona
0.0016915,0.20566,0.34798,0.20823,0.10051,0.2088,0.059787,0.18476,0.025554,0.20843,0.019381,0.11268,0.12628,0.0093638,0.24715,0.49202,0.28237,0.81963,0.96276,0.75531,0.92972,0.80994,0.55759,0.7291,0.49871,0.58931,0.47681,0.55152,0.43221,0.57612,1.2777,1.0641,0.69639,0.91575,0.79428,1.2617,1.6157,2.1192,3.0591,3.0541,4.0666,6.1712,5.3678,4.2163,5.4624,4.6609,5.5162,8.8484,9.2034,80.5,59.136,12.8,7.733,8.0424,4.8895,4.0559,3.3032,3.5271,4.5973,2.7337,3.823,2.8882,1.9668,1.2016,1.3005,0.78459,0.86194,0.73534,0.88422,1.044,1.2407,0.53465,0.36289,0.62541,0.5191,0.5272,0.64209,0.72108,0.91244,0.46323,0.5645,0.47469,0.31898,0.53754,0.5052,0.30247,0.32875,0.57204,0.11003,0.055632,0.13596,0.060226,0.1309,0.11265,0.14145,0.15588,0.20231,0.33739,0.21363,0.0019071,0.00011721,0.034049,Corona
0.0012341,0.12552,0.22302,0.18067,0.051046,0.14913,0.067513,0.38217,0.40114,0.54813,1.0379,0.92177,0.63815,0.60303,0.39104,0.4733,0.63758,0.17029,0.48406,0.4296,0.25063,0.46485,0.39293,0.12635,0.37869,0.57149,0.15959,0.25936,0.35185,0.25421,0.32638,0.35228,0.38687,0.14946,0.25994,0.30179,0.51894,0.7049,1.4594,0.84685,0.91608,1.5394,1.2804,1.0855,2.1064,3.7342,3.3342,4.7434,5.1154,3.8809,3.9331,4.3468,4.0435,5.6943,7.7798,69.55,59.81,9.4487,6.8095,6.1383,5.1866,4.5477,4.4731,3.5318,3.3259,2.9574,4.0031,2.9247,2.0113,1.6546,1.7454,1.4836,1.4078,1.5733,1.4073,1.1265,1.4025,0.56239,0.59837,0.5014,0.47739,0.80557,0.72399,0.71913,0.45914,0.48574,0.65153,0.25158,0.4431,0.32321,0.52144,0.5238,0.28169,0.33156,0.37176,0.46124,0.69644,0.63026,0.30295,0.0027517,-0.00010931,0.04312,Corona
0.011678,0.88402,2.1374,1.0378,1.3271,2.6927,6.0979,3.0557,2.4027,2.9986,2.9976,4.1179,2.839,5.6296,1.4947,2.3864,2.7106,3.258,4.5106,3.7095,5.0156,4.2247,4.6713,3.4501,5.3979,5.7783,3.1474,3.4454,5.2424,3.5519,3.2452,4.5465,5.9375,6.8595,4.2659,6.3132,9.0213,8.3855,11.92,12.082,22.916,28.343,33.216,43.031,46.616,45.921,58.997,107.77,247.28,509.41,374.92,134.91,80.803,45.063,32.769,35.454,24.22,20.034,19.955,17.274,13.983,12.363,8.8722,9.0439,10.675,10.351,7.223,9.1729,13.588,4.9589,6.5168,8.8787,4.7973,9.2179,8.6573,5.1764,6.9403,3.803,2.116,2.5703,3.6881,3.5804,3.4364,5.5584,4.4181,4.9021,4.2754,1.5572,3.4276,1.3613,0.79087,0.95602,0.83967,0.92784,1.1224,1.4489,1.6393,2.9551,1.2883,0.017212,0.00079587,0.0047067,Corona
0.001321,0.10963,0.25139,0.15861,0.10034,0.11062,0.11041,0.033563,0.10305,0.082399,0.32702,0.71054,0.46575,0.36189,0.30309,0.29005,0.26303,0.21733,0.4362,0.59116,0.32219,0.65258,0.64766,0.68872,0.43739,0.62837,0.41061,0.39103,0.39899,0.3778,0.52623,0.24457,0.44411,0.2587,0.2709,0.55538,0.30384,0.27156,0.51672,0.89428,0.9073,0.86746,1.1143,0.94927,0.74145,0.89911,1.7281,1.7949,3.1346,3.8761,4.2065,3.7098,4.5931,5.731,6.9404,5.4671,5.1853,6.2191,12.422,94.087,46.724,7.8987,5.9116,8.5829,5.9651,4.3983,2.8013,3.1207,3.9172,2.7766,2.1029,2.2664,2.325,3.3499,2.6346,1.7117,1.5952,1.3883,1.2235,0.95849,1.2047,1.1997,1.0887,0.97046,0.97487,0.74108,0.70677,0.90586,0.91355,1.3948,0.97651,0.95307,0.69004,0.72641,0.97554,0.3422,0.21137,0.31973,0.13761,0.0015969,1.82E-05,0.038436,Corona
0.0086214,0.45353,1.8766,1.5525,1.1837,1.0891,0.93228,2.0591,2.1954,2.4288,3.3664,2.1666,2.3929,1.5187,1.7347,2.307,3.9445,3.8815,3.5729,3.5634,2.9026,2.7813,2.2668,2.879,1.4615,2.426,2.4407,3.151,4.372,8.0389,8.4193,7.6024,5.8627,5.889,7.6368,9.8972,8.4981,7.9379,13.893,24.224,32.711,35.777,37.721,59.721,98.896,183.18,297.31,255.91,136.2,73.323,40.281,33.929,30.114,27.489,20.924,11.261,10.241,10.231,7.7385,12.09,13.195,14.028,8.1468,2.9509,2.9784,1.7349,1.556,2.5144,3.0613,2.4678,3.4892,2.5821,1.7559,1.7924,2.0931,1.9857,2.64,2.5501,3.8876,2.0796,1.6452,2.1567,2.1659,2.5502,1.7302,1.9957,2.1313,1.0677,0.63526,0.33814,0.53422,0.6342,0.63818,0.70701,0.93353,1.1082,1.5618,2.0089,0.52223,0.010709,0.00025647,0.0059492,Corona
0.011487,0.67788,2.3099,1.4579,1.0413,0.72976,0.74842,1.4789,2.0771,1.3944,1.3456,2.4684,2.4969,2.3483,1.4701,1.4969,2.0502,1.1327,2.8283,3.5201,2.5364,1.6735,3.4581,3.4216,2.5688,2.614,2.8347,1.8631,4.3637,3.9039,5.0933,8.7719,6.5726,6.378,6.7468,7.4669,8.0127,10.887,13.493,16.05,24.589,33.597,33.425,38.728,59.637,100.24,217.12,286.23,207.09,100.84,54.596,40.036,33.488,34.55,20.937,13.019,11.925,12.595,9.7394,8.9202,7.5708,6.7527,4.4883,3.3462,3.4492,2.9398,2.6325,3.075,2.9382,2.2192,1.6832,1.4226,2.1456,1.3462,1.5249,2.7591,1.8847,1.3177,3.8781,2.4795,1.5121,1.8322,1.99,2.2542,2.6257,1.7578,2.3003,1.0853,0.77771,0.44696,0.49909,0.72545,0.48642,0.78997,0.73602,0.84135,1.2564,1.721,0.49603,0.0086591,0.00029429,0.0062332,Corona
0.022452,0.92612,4.4563,4.2894,2.7371,2.1502,1.8223,1.6935,1.2466,1.931,0.73653,1.5491,1.2908,1.0065,0.88103,1.1833,1.3685,0.59207,0.4606,1.683,1.1428,1.7581,8.2075,10.454,6.7149,4.9391,6.2127,9.866,8.321,6.315,6.0998,9.3662,9.8244,8.2429,7.2649,8.2318,6.1224,8.766,11.138,14.338,16.66,22.132,25.681,34.857,39.435,51.381,76.109,90.631,88.873,83.519,110.46,214.5,432.66,638.68,593.4,361.27,205.83,124.78,102.77,104.5,94.051,73.732,66.683,54.79,34.705,23.562,18.456,17.094,11.113,6.2365,6.862,5.9156,6.0084,5.9465,8.6986,8.7852,10.331,8.3841,4.2212,2.9687,4.3974,5.2618,5.4473,4.8706,3.4786,2.855,2.7403,3.3166,3.5448,3.3476,4.2109,4.2895,4.7863,6.1252,7.4318,5.4648,4.2982,3.9424,0.77916,0.01817,0.00075806,0.0022549,Surface
0.019851,0.72286,3.6981,4.0351,2.6785,2.0938,1.7789,1.58,1.4747,1.3535,1.2844,1.3098,1.1484,2.2128,5.4129,5.1127,4.2161,3.7377,2.7725,3.2615,3.2429,2.1955,2.6205,3.3751,1.7829,2.0901,3.3337,3.9324,7.2915,7.9496,6.927,4.9959,4.3794,8.1467,11.502,8.4407,7.6897,8.6931,8.0589,15.808,24.501,24.854,34.586,67.493,94.319,87.598,99.578,131.53,145.68,203.17,377.98,551.92,572.74,422.73,240.68,151.81,114.01,97.008,83.706,57.827,41.694,39.613,32.474,24.515,20.36,19.423,17.656,9.8784,5.2678,4.7068,5.7594,6.8281,6.1123,7.7905,9.7173,10.195,5.7168,3.3914,2.692,2.1467,3.7157,2.2943,3.1011,3.2344,3.3143,3.593,4.5692,5.9659,5.3365,2.4653,1.489,1.9072,1.9022,2.3166,2.5155,3.132,4.1597,3.5751,0.6803,0.01825,0.00077124,0.0021654,Surface
0.025646,1.0431,4.8605,4.4841,2.8505,2.9512,5.3043,5.8448,3.9422,3.4101,3.4591,2.2756,3.4377,2.0497,2.6208,4.6234,5.7116,5.4298,4.718,3.7792,3.8068,4.2546,3.0254,3.9149,3.4312,7.7585,10.327,6.4056,7.0529,7.5041,4.162,4.1379,7.5987,4.702,6.0776,13.239,16.95,13.822,14.36,32.344,46.086,41.08,64.405,94.329,101.26,109.49,153.35,237.71,437.96,614.69,598.56,411.46,216.18,151.89,103.98,81.766,60.732,55.243,51.709,38.195,31.516,28.002,28.29,31.815,36.217,27.691,15.056,9.1195,7.2117,9.4502,10.046,3.4353,2.6847,3.3683,2.6677,2.9179,3.0097,3.7124,5.1911,6.4148,3.5843,2.1835,1.1097,0.51611,1.5446,1.3045,1.0857,1.1248,1.711,1.2168,1.587,1.7301,1.6395,2.0589,2.3339,2.9,4.3305,4.4109,0.92619,0.022496,0.00073131,0.0021502,Surface
0.02101,0.78286,3.9355,4.138,2.6985,2.0601,1.7421,1.5533,1.3728,1.2723,1.3468,0.8685,1.4495,0.80615,0.89142,1.4176,0.76515,2.9071,4.9449,3.0726,2.5615,3.2575,2.7062,1.8755,2.4331,3.1925,1.8494,1.7006,2.5613,2.866,1.4532,1.773,5.8697,13.704,11.621,8.5183,7.8545,7.453,6.147,10.52,18.75,31.83,45.413,50.591,74.891,98.889,115.64,140.21,175.53,301.92,469.99,523.02,381.49,207.58,141.75,99.661,89.781,91.248,81.518,57.177,32.356,21.696,17.642,10.386,7.0076,10.628,12.542,10.837,4.5876,1.6055,2.1942,1.6361,1.3941,2.4748,1.6942,1.747,2.1579,1.8138,2.4607,1.7625,2.1119,2.7981,1.9735,2.2876,3.0825,2.3034,2.9211,3.4744,3.342,5.2137,3.1081,1.8251,1.3438,1.795,1.8851,2.4205,3.4946,3.2701,0.66823,0.018761,0.00071957,0.0023699,Surface
0.020655,0.915,4.1925,3.7049,2.5366,1.8396,1.9755,1.2155,1.3425,1.7259,0.32967,1.5134,1.5219,0.16906,1.0071,1.9048,0.32035,0.24658,1.7421,1.2109,0.088267,0.40925,1.9678,1.7396,4.4227,5.0671,8.0747,8.3626,5.9535,4.9983,6.4844,4.4327,3.761,3.636,4.9144,7.2064,10.059,7.3439,8.4055,7.2693,8.7715,12.686,19.369,24.944,20.534,23.554,26.945,29.846,33.912,41.597,75.631,103.52,110.61,134.06,195.55,350.12,616.39,653.83,421.5,250.89,170.72,109.64,83.387,71.35,48.61,39.83,49.756,42.568,18.867,9.8167,7.5392,7.8086,8.3936,9.5599,10.237,4.9133,4.4518,5.5813,5.1263,5.2517,6.8305,8.1378,8.363,3.909,3.1727,3.0323,3.5143,3.4951,4.0217,4.395,4.8998,5.6058,5.7891,6.4387,7.9354,7.9505,4.7537,4.3418,1.0026,0.02442,0.0007249,0.0022102,Surface
